dep,dep_lat,dep_lng,crash,crash_lat,crash_lng
"Reykjavík Domestic Airport (RKV/BIRK), Iceland",64.1318703,-21.9466063,80 km (50 mls) NW of Narsarsuaq (   Greenland),61.156703,-45.4254299
"Benghazi-Benina International Airport (BEN/HLLB), Libya",32.0836981,20.261859,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Beirut International Airport (BEY/OLBA), Lebanon",33.8193756,35.4912043,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Anchorage International Airport, AK (ANC/PANC), United States of America",61.17588629999999,-149.9900792,"near King Salmon Airport, AK (AKN) (   United States of America)",58.67666699999999,-156.649167
"Petrovsk Air Base, Russia",52.3144031,45.38825509999999,near Petrovsk Air Base (   Russia),52.3144031,45.38825509999999
"San José del Guaviare Airport (SJE/SKSJ), Colombia",2.5684935,-72.6412831,near Quetame (   Colombia),4.32998,-73.86318299999999
"Ankara-Etimesgut Air Base (ANK/LTAD), Turkey",39.9333635,32.8597419,"Ulus District, Ankara (   Turkey)",39.939605,32.8509969
"El Aguacate Airport (MHGE), Honduras",14.8756145,-85.7742213,"near Rio Blanco, Matagalpa (   Nicaragua)",12.9316668,-85.2230744
"Santa Rosa-Sonoma County Airport, CA (STS/KSTS), United States of America",38.5092305,-122.8132578,"Avalon, CA (   United States of America)",33.3428193,-118.3282279
"Townsville Airport, QLD (TSV/YBTL), Australia",-19.2564798,146.770808,"4 km (2.5 mls) NW of Prosperine Airport, QLD (PPP) (   Australia)",-20.4927037,148.5587584
"Abu Dhabi-Bateen Airport (AZI/OMAD), United Arab Emirates",24.428812,54.4559301,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Beirut International Airport (BEY/OLBA), Lebanon",33.8193756,35.4912043,Jeddah-King Abdulaziz International Airport (JED) (   Saudi Arabia),21.6707887,39.1505393
"Beirut International Airport (BEY/OLBA), Lebanon",33.8193756,35.4912043,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Beirut International Airport (BEY/OLBA), Lebanon",33.8193756,35.4912043,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Neiva Airport (NVA/SKNV), Colombia",2.9470502,-75.2928233,Canón del Paraiso (   Colombia),4.507376,-75.297292
"Port Moresby-Jackson Field (POM/AYPY), Papua New Guinea",-9.4410159,147.2182728,"Brisbane-Eagle Farm Airport, QLD (BNE) (   Australia)",-27.3942144,153.1218303
"Beirut International Airport (BEY/OLBA), Lebanon",33.8193756,35.4912043,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Oulu Airport (OUL/EFOU), Finland",64.9308748,25.3558378,Oulu Airport (OUL) (   Finland),64.9308748,25.3558378
"Kayseri-Erkilet Air Base (ASR/LTAU), Turkey",38.7724111,35.4932051,near Kayseri-Erkilet Air Base (ASR) (   Turkey),38.7724111,35.4932051
"Charlotte-Douglas Airport, NC (CLT/KCLT), United States of America",35.2144026,-80.9473146,"Dayton-James Cox Dayton International Airport, OH (DAY) (   United States of America)",39.90252419999999,-84.2217719
"Petrovsk Air Base, Russia",52.3144031,45.38825509999999,Balashov Airfield (   Russia),51.543181,43.1770959
"Umeå Airport (UME/ESNU), Sweden",63.79301599999999,20.28928,Umeå Airport (UME) (   Sweden),63.7935603,20.2897951
"Taipei-Chiang Kai Shek International Airport (TPE/RCTP), Taiwan",25.0796514,121.234217,Hong Kong-Kai Tak International Airport (HKG) (   Hong Kong),22.308047,113.9184808
"Tucson-Davis Monthan AFB, AZ (DMA/KDMA), United States of America",32.1675525,-110.8592578,"Tucson-Davis Monthan AFB, AZ (DMA) (   United States of America)",32.1675525,-110.8592578
"Manila International Airport (MNL/RPLL), Philippines",14.5122739,121.016508,Kasibu (   Philippines),16.3665886,121.3312882
"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America",36.0839998,-115.1537389,"Las Vegas-McCarran International Airport, NV (LAS) (   United States of America)",36.0839998,-115.1537389
"San'a International Airport (SAH/ODSN), Yemen",15.479529,44.2166214,Djibouti (   Djibouti),11.825138,42.590275
"Chicago-Midway Airport, IL (MDW/KMDW), United States of America",41.78677589999999,-87.7521884,"Beaver Island Airport, MI (   United States of America)",45.6927129,-85.56126479999999
"San'a International Airport (SAH/ODSN), Yemen",15.479529,44.2166214,Asmara International Airport (ASM) (   Eritrea),15.285,38.901667
"São Paulo-Guarulhos International Airport, SP (GRU/SBGR), Brazil",-23.4305731,-46.473043,"Goiânia-Santa Genoveva Airport, GO (GYN) (   Brazil)",-16.6323026,-49.2163451
"Los Angeles International Airport, CA (LAX/KLAX), United States of America",33.9415889,-118.40853,"5,6 km (3.5 mls) NE of San Diego International Airport, CA (SAN) (   United States of America)",32.7338006,-117.1933038
"Los Angeles International Airport, CA (LAX/KLAX), United States of America",33.9415889,-118.40853,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America",36.0839998,-115.1537389,"4,8 km (3 mls) S of Parks, AZ (   United States of America)",35.2605664,-111.9487743
"Los Angeles International Airport, CA (LAX/KLAX), United States of America",33.9415889,-118.40853,"Vancouver International Airport, BC (YVR) (   Canada)",49.1966913,-123.1815123
"Balikpapan-Sepingan Airport (BPN/WALL), Indonesia",-1.2658151,116.8977258,Jakarta-Soekarno-Hatta International Airport (CGK) (   Indonesia),-6.1275282,106.6537058
"Douglas Municipal Airport, GA (KDQH), United States of America",31.4769808,-82.85940169999999,"1,6 km (1 mls) S of Atlanta-Newnan Coweta County Airport, GA (   United States of America)",33.3129531,-84.7734419
"Moses Lake-Grant County Airport, WA (MWH/KMWH), United States of America",47.20807869999999,-119.3176918,"7,8 km (4.9 mls) SW of Spokane International Airport, WA (GEG) (   United States of America)",47.62174779999999,-117.534812
"Stony Rapids Airport, SK (YSF/CYSF), Canada",59.25101399999999,-105.8414321,"La Ronge Airport, SK (YVC) (   Canada)",55.1480682,-105.2668606
"Chattanooga-Lovell Field, TN (CHA/KCHA), United States of America",35.0374486,-85.19701119999999,"16 km (10 mls) S of Villanow, GA (   United States of America)",34.6736926,-85.1146717
"Oran-es Senia Airport (ORN/DAOO), Algeria",35.6202476,-0.6061329999999999,Sevilla Airport (SVQ) (   Spain),37.4201674,-5.89305
"Savannah International Airport, GA (SAV/KSAV), United States of America",32.1294267,-81.2018521,"0,4 km (0.3 mls) from  Orangeburg Municipal Airport, SC (OGB) (   United States of America)",33.4572489,-80.8575783
"La Ronge Airport, SK (YVC/CYVC), Canada",55.1480682,-105.2668606,"1,5 km (0.9 mls) NW of La Ronge Airport, SK (YVC) (   Canada)",55.1480682,-105.2668606
"San José del Guaviare Airport (SJE/SKSJ), Colombia",2.5684935,-72.6412831,Acaricuara Airport (ARF) (   Colombia),0.70004,-70.2332799
"Port Moresby-Jackson Field (POM/AYPY), Papua New Guinea",-9.4410159,147.2182728,27 km (16.9 mls) E of Kandrian (   Papua New Guinea),-6.2066294,149.5339941
"Maracaibo-La Chinita International Airport (MAR/SVMC), Venezuela",10.5577267,-71.7280626,Bogotá-Eldorado Airport (BOG) (   Colombia),4.7014128,-74.1444969
"Jenkinsburg, GA, United States of America",33.3245628,-84.0357465,"near Jenkinsburg, GA (   United States of America)",33.3245628,-84.0357465
"Charallave-Óscar Machado Zuloaga Airport (SVCS), Venezuela",10.288347,-66.8171314,La Tortuga-Punta Delgada Airport (   Venezuela),10.9336421,-65.3094564
"Saltillo Airport (SLW/MMIO), Mexico",25.5489458,-100.9321948,Ciudad Victoria Airport (CVM) (   Mexico),23.7093232,-98.95846189999999
"Juba Airport (JUB/HSSJ), South Sudan",4.8675194,31.6026841,Tonj Airfield (   South Sudan),7.267511499999999,28.678979
"Tuzla Airfield (LRTZ), Romania",43.9845001,28.6039899,Tuzla Airfield (   Romania),43.9845001,28.6039899
"Buenos Aires-Jorge Newbery Airport, BA (AEP/SABE), Argentina",-34.5580305,-58.4170088,"Rio Alta Parana, MI (   Argentina)",-27.2562314,-55.920111
"Saint Croix-Henry E. Rohlsen Airport (STX/TISX), U.S. Virgin Islands",17.6995292,-64.79747019999999,San Juan-Luis Muñoz Marín International Airport (SJU) (   Puerto Rico),18.4388829,-66.0007218
"Malé International Airport (MLE/VRMM), Maldives",4.188782700000001,73.52858049999999,"Conrad Maldivian Resort, Rangali, Alifu Dhaalu Atoll (   Maldives)",3.6167954,72.72283639999999
"Kandahar Airport (KDH/OAKN), Afghanistan",31.5022998,65.85072439999999,204 km (127.5 mls) NE of Kandahar Airport (KDH) (   Afghanistan),31.5022998,65.85072439999999
"Baton Rouge Metropolitan Airport, LA (BTR/KBTR), United States of America",30.5323599,-91.15146100000001,"4,7 km (2.9 mls) N of Baton Rouge Metropolitan Airport, LA (BTR) (   United States of America)",30.5323599,-91.15146100000001
"Dakar-Léopold Sédar Senghor International Airport (DKR/GOOY), Senegal",14.7442078,-17.4914579,"São Paulo/Campinas-Viracopos International Airport, SP (VCP) (   Brazil)",-23.008205,-47.13756850000001
"Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria",6.5818185,3.3211348,Eket airstrip (   Nigeria),4.648871,7.949180399999999
"Abu Dhabi-Bateen Airport (AZI/OMAD), United Arab Emirates",24.428812,54.4559301,Herat Airport (HEA) (   Afghanistan),34.212696,62.22599
"Amman-Queen Alia International Airport (AMM/OJAI), Jordan",31.7231934,35.9957783,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Townsville Airport, QLD (TSV/YBTL), Australia",-19.2564798,146.770808,"Barcaldine Airport, QLD (BCI) (   Australia)",-23.5616801,145.30205
"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America",36.0839998,-115.1537389,"Las Vegas-McCarran International Airport, NV (LAS) (   United States of America)",36.0839998,-115.1537389
"Saint Croix-Henry E. Rohlsen Airport (STX/TISX), U.S. Virgin Islands",17.6995292,-64.79747019999999,San Juan-Luis Muñoz Marín International Airport (SJU) (   Puerto Rico),18.4388829,-66.0007218
"Hamilton Island Airport, QLD (HTI/YBHM), Australia",-20.3516823,148.9487532,"Chance Bay, Whitsunday Island, QLD (   Australia)",-20.3030936,149.0433137
"Charallave-Óscar Machado Zuloaga Airport (SVCS), Venezuela",10.288347,-66.8171314,near Charallave-Óscar Machado Zuloaga Airport (   Venezuela),10.288347,-66.8171314
"Batavia-Genesee County Airport, NY (KGVQ), United States of America",42.9837843,-78.1564432,"Howell-Livingston County Spencer J. Hardy Airport, MI (   United States of America)",42.629428,-83.982193
"Aqaba-King Hussein International Airport (AQJ/OJAQ), Jordan",29.6132967,35.0199378,Azraq-Muwaffaq Salti Air Base (   Jordan),31.8283829,36.7820557
"Porlamar-del Caribe Santiago Mariño International Airport (PMV/SVMG), Venezuela",10.9178861,-63.9691459,50 km (31.3 mls) WNW off  Macanao (   Venezuela),11.0086127,-64.2661498
"Buka Airport (BUA/AYBK), Papua New Guinea",-5.420128,154.674913,Buka Airport (BUA) (   Papua New Guinea),-5.420128,154.674913
"Chos Malal-Oscar Reguera Airport, NE (HOS/SAHC), Argentina",-37.4417842,-70.2264258,"Rincón de Los Sauces Airport, NE (RDS) (   Argentina)",-37.3939948,-68.9270849
"Wamena Airport (WMX/WAJW), Indonesia",-4.1001213,138.9516853,Kenyam Airstrip (   Indonesia),-1.5857998,35.2595472
"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America",36.0839998,-115.1537389,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Pohnpei Airport (PNI/PTPN), Micronesia",6.9853231,158.2090962,Chuuk/Weno International Airport (TKK) (   Micronesia),7.462246899999999,151.8433251
"Nairobi-Jomo Kenyatta International Airport (NBO/HKJK), Kenya",-1.3227102,36.9260693,Nairobi-Jomo Kenyatta International Airport (NBO) (   Kenya),-1.3227102,36.9260693
"Istanbul-Atatürk International Airport (IST/LTBA), Turkey",40.9829888,28.8104425,12 km (7.5 mls) WNW of Isparta Airport (ISE) (   Turkey),37.8588286,30.36736969999999
"La Ronge Airport, SK (YVC/CYVC), Canada",55.1480682,-105.2668606,"La Ronge Airport, SK (YVC) (   Canada)",55.1480682,-105.2668606
"Pukatawagan Airport, MB (XPK/ZCFG), Canada",55.748583,-101.265968,"Pukatawagan Airport, MB (XPK) (   Canada)",55.748583,-101.265968
"Monterrey-General Mariano Escobedo International Airport (MTY/MMMY), Mexico",25.7778185,-100.1079853,near Iturbide (   Mexico),31.86159779999999,-116.6113626
"Kuala Lumpur International Airport (KUL/WMKK), Malaysia",2.7455962,101.7071602,"Melbourne-Tullamarine Airport, VIC (MEL) (   Australia)",-37.6690123,144.8410273
"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America",36.0839998,-115.1537389,"Las Vegas-McCarran International Airport, NV (LAS) (   United States of America)",36.0839998,-115.1537389
"Ahwaz Airport (AWZ/OIAW), Iran",31.3429643,48.7469005,Khark Airport (KHK) (   Iran),29.2539497,50.326385
"Los Angeles International Airport, CA (LAX/KLAX), United States of America",33.9415889,-118.40853,"7 km (4.4 mls) N of Duarte, CA (   United States of America)",34.1394513,-117.9772873
"Malé International Airport (MLE/VRMM), Maldives",4.188782700000001,73.52858049999999,"SSE off Muscat, Oman (   Indian Ocean)",23.5985126,58.38662100000001
"Lagos/Ikeja International Airport (LOS/DNMM), Nigeria",6.5818185,3.3211348,Beirut International Airport (BEY) (   Lebanon),33.8193756,35.4912043
"Los Angeles International Airport, CA (LAX/KLAX), United States of America",33.9415889,-118.40853,"20 km (12.5 mls) W off  Los Angeles, CA [Santa Monica Bay] (   United States of America)",33.938889,-118.504167
"Bangkok-Don Muang International Airport (BKK/VTBD), Thailand",13.9132602,100.6041987,Chiang Mai International Airport (CNX) (   Thailand),18.767749,98.9640088
"Paris-La Defense Heliport (JPU), France",48.8897359,2.2418428,near Beauvais (   France),49.42953869999999,2.0807123
"Kupang-El Tari Airport (KOE/WATT), Indonesia",-10.1688969,123.667895,S off Timor (   Indonesia),-9.862794599999999,124.3310364
"Townsville SPB, QLD, Australia",-19.2589635,146.8169483,"Townsville SPB, QLD (   Australia)",-19.2589635,146.8169483
"Groote Eylandt Seaplane Base, NT, Australia",-13.9736475,136.4574557,"Port Darwin, NT (   Australia)",-12.4166667,130.8
"Stephenville Air Base, NL (YJT/CYJT), Canada",48.5458759,-58.5631155,"55 km (34.4 mls) NW of Millinocket, ME (   United States of America)",45.6572639,-68.70981189999999
"Riyan Airport (RIY/ODAR), Yemen",14.6662384,49.3780083,48 km (30 mls) W of Salalah (   Oman),17.0506675,54.1065864
"Yunnanyi Airport, China",25.6511111,100.3183333,24 km (15 mls) from  Yunnanyi (   China),25.387923,100.686412
"Baku-Bina International Airport (BAK/UBBB), Azerbaijan",40.4650578,50.0523162,N off Absheron Peninsula (   Azerbaijan),40.46366700000001,49.957581
"Negombo RAF Station (CMB/VCBI), Sri Lanka",7.1801552,79.8842521,Indian Ocean (   Indian Ocean),-33.137551,81.826172
"Santa Clara Airport (SNU/MUSC), Cuba",22.492155,-79.943983,near Esperanza (   Cuba),22.4514564,-80.09260139999999
"Manila International Airport (MNL/RPLL), Philippines",14.5122739,121.016508,Bulusan (   Philippines),12.7691666,124.0566666
"Alma-Ata Airport (ALA/UAAA), Kazakhstan",43.3499265,77.02528939999999,near Taldi-Kurgan (   Kazakhstan),45.0177112,78.38044169999999
"Ambala Air Force Station (VIAM), India",30.3752011,76.782122,within Pir Panjal Range (   India),33.86027780000001,74.3994444
"Austin-Bergstrom AFB, TX (KAYS), United States of America",30.19747109999999,-97.66635289999999,"18 km (11.3 mls) NNE of Eglin, TX (   United States of America)",30.3496528,-97.3702735
"Panama City-Albrook AFB, Panama",8.9148047,-79.5959312,near Cali (   Colombia),3.4516467,-76.5319854
"Tbilisi Airport (TBS/UGGG), Georgia",41.6696083,44.964349,"4,5 km (2.8 mls) NW of Tbilisi Airport (TBS) (   Georgia)",41.6696083,44.964349
"Anchorage International Airport, AK (ANC/PANC), United States of America",61.17588629999999,-149.9900792,"near Anchorage, AK (   United States of America)",61.2180556,-149.9002778
"Manila International Airport (MNL/RPLL), Philippines",14.5122739,121.016508,Guangzhou (   China),23.12911,113.264385
"Anchorage International Airport, AK (ANC/PANC), United States of America",61.17588629999999,-149.9900792,"Vancouver International Airport, BC (YVR) (   Canada)",49.1966913,-123.1815123
"Los Angeles International Airport, CA (LAX/KLAX), United States of America",33.9415889,-118.40853,"New York-John F. Kennedy International Airport, NY (JFK) (   United States of America)",40.6413111,-73.77813909999999
"Las Vegas-McCarran International Airport, NV (LAS/KLAS), United States of America",36.0839998,-115.1537389,"Las Vegas-McCarran International Airport, NV (LAS) (   United States of America)",36.0839998,-115.1537389
"Benghazi-Benina International Airport (BEN/HLLB), Libya",32.0836981,20.261859,35 km (21.9 mls) SE of Isma'iliya (   Egypt),30.5964923,32.2714587
"Leningrad-Shosseynaya Airport (LED/ULLI), Russia",59.80291259999999,30.2678391,near Leningrad-Shosseynaya Airport (LED) (   Russia),59.80291259999999,30.2678391
"Medellín-Enrique Olaya Herrera Airport (EOH/SKMD), Colombia",6.2192058,-75.5877975,Bucaramanga-Gomez Niño Airport (   Colombia),7.1280895,-73.1812714
"Anchorage International Airport, AK (ANC/PANC), United States of America",61.17588629999999,-149.9900792,off Alaska (   Pacific Ocean),59.8776252,-148.7077375
"Pereira-Matecaña Airport (PEI/SKPE), Colombia",4.8152099,-75.73631619999999,Bogotá-Eldorado Airport (BOG) (   Colombia),4.7014128,-74.1444969
"San Borja-Capitan G.Q. Guardia Airport (SRJ/SLSB), Bolivia",40.7769271,-73.8739659,40 km (25 mls) SE of San Borja (   Bolivia),-14.8584943,-66.7470439
"Bukhara Airport (BHK/UTSB), Uzbekistan",39.7603208,64.47532079999999,Bukhara Airport (BHK) (   Uzbekistan),39.7603208,64.47532079999999
