"dep","dep_lat","dep_lng","dest","dest_lat","dest_lng","crash","crash_lat","crash_lng"
"Holguín-Frank Pais Airport (HOG/MUHG), Cuba","20.67011",-75.35794,"Havana-José Martí International Airport (HAV/MUHA), Cuba","23.08548",-82.3918,Holguín-Frank Pais Airport (HOG) (   Cuba),"20.67011",-75.35794
"Juba Airport (JUB/HSSJ), South Sudan","4.87706","31.58407","Tonj Airfield (HSTO), South Sudan","7.27303","28.68584",Tonj Airfield (   South Sudan),"7.27303","28.68584"
"Baton Rouge Metropolitan Airport, LA (BTR/KBTR), United States of America","30.44561",-91.10222,"McComb-Pike County Airport, MS (MCB/KMCB), United States of America","31.1897",-90.48651,"4,7 km (2.9 mls) N of Baton Rouge Metropolitan Airport, LA (BTR) (   United States of America)","30.44561",-91.10222
"Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria","6.57238","3.33378","Eket airstrip, Nigeria","4.64599","7.94072",Eket airstrip (   Nigeria),"4.64599","7.94072"
"Charallave-Óscar Machado Zuloaga Airport (SVCS), Venezuela","10.26811",-66.85352,"Barinas Airport (BNS/SVBI), Venezuela","8.63197",-70.21007,near Charallave-Óscar Machado Zuloaga Airport (   Venezuela),"10.26811",-66.85352
"Kisangani Airport (FKI/FZIA), Congo (Democratic Republic)","0.51785","25.18952","Beni Airport (BNC/FZNP), Congo (Democratic Republic)","0.49414","29.47233",Beni Airport (BNC) (   Congo (Democratic Republic)),"0.49414","29.47233"
"Honolulu International Airport, HI (HNL/PHNL), United States of America","21.67043",-158.03287,"Papeete-Faaa Airport (PPT/NTAA), French Polynesia",-17.54471,-149.57463,Papeete-Faaa Airport (PPT) (   French Polynesia),-17.54471,-149.57463
"Ambala Air Force Station (VIAM), India","25.81193","71.48188","Srinagar Airport (SXR/VISR), India","25.91356","87.40612",within Pir Panjal Range (   India),"31.18278","76.85226"
"Panama City-Albrook AFB, Panama","8.97853",-79.52044,"Cali Airport (CLO/SKCL), Colombia","3.43402",-76.52645,near Cali (   Colombia),"3.43402",-76.52645
"Bethel Airport, AK (BET/PABE), United States of America","60.93645",-164.6365,"Kwigillingok Airport, AK (KWK/PAGG), United States of America","59.87024",-163.17385,"1,6 km (1 mls) W of Bethel, AK (   United States of America)","60.79429",-161.76088
"Tashkent Airport (TAS/UTTT), Uzbekistan","41.32076","69.30639","Tashkent Airport (TAS/UTTT), Uzbekistan","41.32076","69.30639",Tashkent Airport (TAS) (   Uzbekistan),"41.32076","69.30639"
"Tulsa International Airport, OK (TUL/KTUL), United States of America","36.15012",-95.99353,"Pittsburgh International Airport, PA (PIT/KPIT), United States of America","40.49086",-80.26047,"7,5 km (4.7 mls) NW of Londonderry, OH (   United States of America)","39.26694",-82.79027
"Delhi-Safdarjung Airport (VIDD), India","28.58334","77.21132","Delhi-Safdarjung Airport (VIDD), India","28.58334","77.21132",Kingsway Camp (   India),"28.71169","77.20206"
"Dinjan Airport, India","19.09413","72.85581","Dinjan Airport, India","19.09413","72.85581","43 km (26.9 mls) NW of Myitkyina (   Myanmar)","25.38849","97.37494"
"Kagoshima-City Airport, Japan","31.56432","130.5571","Oita Airport (OIT/RJFO), Japan","33.23151","131.61641",Oita Airport (OIT) (   Japan),"33.23151","131.61641"
"Avalon-Pebbly Beach Seaplane Base, CA, United States of America","33.34269",-118.3197,"Avalon-Pebbly Beach Seaplane Base, CA, United States of America","33.34269",-118.3197,"Pebbly Beach, Avalon, CA (   United States of America)","33.34269",-118.3197
"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX), United States of America","33.43758",-112.01589,"Hollywood-Lockheed Air Terminal, CA (BUR/KBUR), United States of America","34.16983",-118.37899,"3 km (1.9 mls) E of Whittier, CA (   United States of America)","33.97542",-118.03407
"Santiago de Compostela Airport (SCQ/LEST), Spain","38.13717",-0.87905,"Santiago de Compostela Airport (SCQ/LEST), Spain","38.13717",-0.87905,near Pontevedra (   Spain),"42.43246",-8.65237
"Havana-José Martí International Airport (HAV/MUHA), Cuba","23.08548",-82.3918,"Panama City-Tocumen International Airport (PTY/MPTO), Panama","9.05615",-79.43613,near San Miguel Bay (   Panama),"8.45605",-78.93518
"Forres-Kinloss RAF Station (FSS/EGQK), United Kingdom","57.63251",-3.5604,"Forres-Kinloss RAF Station (FSS/EGQK), United Kingdom","57.63251",-3.5604,"ca. 1,5 km S of Forres-Kinloss RAF Station (FSS) (   United Kingdom)","57.63251",-3.5604
"Charleston AFB, SC (CHS/KCHS), United States of America","32.89244",-80.066,"Charleston AFB, SC (CHS/KCHS), United States of America","32.89244",-80.066,"70 km (43.8 mls) S of Knoxville, TN (   United States of America)","35.96068",-83.92103
"Arlington Municipal Airport, WA (AWO/KAWO), United States of America","48.16033",-122.17155,"Arlington Municipal Airport, WA (AWO/KAWO), United States of America","48.16033",-122.17155,"near Stanwood, WA (   United States of America)","48.2416",-122.37239
"Briakan Airstrip, Russia","52.31738","135.83683","Komsomol'sk-na-Amure Airport (KXK/UHKK), Russia","50.5505","137.00887",near Gorny (   Russia),"51.55191","113.03735"
"San Carlos de Bariloche International Airport, RN (BRC/SAZS), Argentina",-41.14157,-71.29964,"Neuquén Airport, NE (NQN/SAZN), Argentina",-38.94633,-68.05932,"San Carlos de Bariloche International Airport, RN (BRC) (   Argentina)",-41.14157,-71.29964
"Villavicencio-La Vanguardia Airport (VVC/SKVV), Colombia","4.17808",-73.62123,"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,"1,5 km (0.9 mls) NE of Villavicencio-La Vanguardia Airport (VVC) (   Colombia)","4.17808",-73.62123
"Essen-Mülheim Airport (ESS/EDLE), Germany","50.11993","8.83086","Essen-Mülheim Airport (ESS/EDLE), Germany","50.11993","8.83086",Welzow (   Germany),"51.57787","14.17341"
"Papeete-Faaa Airport (PPT/NTAA), French Polynesia",-17.54471,-149.57463,"Papeete-Faaa Airport (PPT/NTAA), French Polynesia",-17.54471,-149.57463,Papeete-Faaa Airport (PPT) (   French Polynesia),-17.54471,-149.57463
"Puerto Montt-Tepual Airport (PMC/SCTE), Chile",-41.45635,-72.92791,"Puerto Montt-Tepual Airport (PMC/SCTE), Chile",-41.45635,-72.92791,ca 15 km N of Cochamó (   Chile),-41.4931,-72.30501
"Hay River Airport, NT (YHY/CYHY), Canada","60.83677",-115.77877,"Fort Smith Airport, NT (YSM/CYSM), Canada","60.00009",-111.90264,"Fort Smith Airport, NT (YSM) (   Canada)","60.00009",-111.90264
"Shanghai-Pudong International Airport (PVG/ZSPD), China","31.25516","121.47471","Bishkek-Manas International Airport (FRU/UAFM), Kyrgyzstan","42.88435","74.60355",Shanghai-Pudong International Airport (PVG) (   China),"31.25516","121.47471"
"Denver-Stapleton International Airport, CO (DEN/KDEN), United States of America","39.76881",-104.86564,"Durango-La Plata Airport, CO (DRO/KDRO), United States of America","37.16549",-107.75044,"Durango-La Plata Airport, CO (DRO) (   United States of America)","37.16549",-107.75044
"Pachuca-Ingeniero Juan Guillermo Villasana Airport (MMPC), Mexico","19.41759",-99.07635,"Pachuca-Ingeniero Juan Guillermo Villasana Airport (MMPC), Mexico","19.41759",-99.07635,Pachuca-Ingeniero Juan Guillermo Villasana Airport (   Mexico),"19.41759",-99.07635
"Ust-Kamchatsk Airport (UHPK), Russia","56.23917","162.53095","Petropavlovsk-Kamchatsky Airport (PKC/UHPP), Russia","53.05868","158.63259",Ust-Kamchatsk Airport (   Russia),"56.23917","162.53095"
"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL), United States of America","33.6416",-84.44581,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"Atlanta-William B. Hartsfield International Airport, GA (ATL) (   United States of America)","33.6416",-84.44581
"Saarbrücken-Ensheim Airport (SCN/EDDR), Germany","49.20987","7.10714","Luxembourg-Findel Airport (LUX/ELLX), Luxembourg","49.63268","6.21001",Saarbrücken-Ensheim Airport (SCN) (   Germany),"49.20987","7.10714"
"Manning Airport, AB, Canada","56.92461",-117.62786,"Manning Airport, AB, Canada","56.92461",-117.62786,"Manning Airport, AB (   Canada)","56.92461",-117.62786
"Playa Baracoa Airport (UPB/MUPB), Cuba","20.34306",-74.49247,"Playa Baracoa Airport (UPB/MUPB), Cuba","20.34306",-74.49247,"6,5 km (4.1 mls) N of San Cristobal (   Cuba)","22.72103",-83.03977
"Neuquén Airport, NE (NQN/SAZN), Argentina",-38.94633,-68.05932,"San Carlos de Bariloche International Airport, RN (BRC/SAZS), Argentina",-41.14157,-71.29964,"San Carlos de Bariloche International Airport, RN (BRC) (   Argentina)",-41.14157,-71.29964
"Edmonton/Cooking Lake Airport, AB, Canada","53.41338",-113.12341,"Yellowknife Waterdrome, NT, Canada","62.45447",-114.37092,"near Yellowknife Water Aerodrome, NT (   Canada)","62.45447",-114.37092
"Brussel-Haren Airport, Belgium","50.89287","4.42205","Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337",near Beert (   Belgium),"50.73913","4.18278"
"Gioia Del Colle Air Base (LIBV), Italy","40.8001","16.92797","Gioia Del Colle Air Base (LIBV), Italy","40.8001","16.92797",Monte Tezio (   Italy),"43.19483","12.33499"
"Dinjan Airport, India","19.09413","72.85581","Kunming-Wujiaba Airfield (KMG/ZPPP), China","25.06452","102.69877",near Paoshan (   China),"41.18099","122.05644"
"Folkingham RAF Station, United Kingdom","52.88975",-0.40894,"Folkingham RAF Station, United Kingdom","52.88975",-0.40894,"near Surtainville, Normandy (   France)","49.45978",-1.81294
"Dinjan Airport, India","19.09413","72.85581","Dinjan Airport, India","19.09413","72.85581","40 km (25 mls) NNW of Hopin (   Myanmar)","24.9891","96.5289"
"Folkingham RAF Station, United Kingdom","52.88975",-0.40894,"Folkingham RAF Station, United Kingdom","52.88975",-0.40894,"56 km (35 mls) SW of Groesbeek (   Netherlands)","51.77674","5.93246"
"San Juan Harbor, Puerto Rico","18.38475",-66.05481,"Port of Spain-Piarco Airport (POS/TTPP), Trinidad and Tobago","10.59187",-61.33161,Port of Spain (   Trinidad and Tobago),"10.66104",-61.51603
"Lethbridge Airport, AB (YQL/CYQL), Canada","49.69384",-112.83373,"Vancouver International Airport, BC (YVR/CYVR), Canada","49.20823",-122.69932,"16 km (10 mls) N of Vancouver, BC (   Canada)","49.26039",-123.11336
"Medford Municipal Airport, OR (MFR/KMFR), United States of America","42.37011",-122.87994,"Medford Municipal Airport, OR (MFR/KMFR), United States of America","42.37011",-122.87994,"Diamond Lake, OR (   United States of America)","43.18148",-122.13092
"Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","21 km (13.1 mls) S of Saravane (   Laos)","15.71455","106.43488"
"Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337","Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337",Auvers (   France),"49.29639",-1.32412
"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,"Villavicencio-La Vanguardia Airport (VVC/SKVV), Colombia","4.17808",-73.62123,"5,1 km (3.2 mls) N of Villavicencio-La Vanguardia Airport (VVC) (   Colombia)","4.17808",-73.62123
"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL), United States of America","33.6416",-84.44581,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,"Atlanta-William B. Hartsfield International Airport, GA (ATL) (   United States of America)","33.6416",-84.44581
"Georgetown Municipal Airport, TX (KGTU), United States of America","30.69926",-97.66677,"Georgetown Municipal Airport, TX (KGTU), United States of America","30.69926",-97.66677,"near Weir, TX (   United States of America)","30.67478",-97.58643
"Villavicencio-La Vanguardia Airport (VVC/SKVV), Colombia","4.17808",-73.62123,"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,Villavicencio-La Vanguardia Airport (VVC) (   Colombia),"4.17808",-73.62123
"Stuttgart-Echterdingen Airport (STR/EDDS), Germany","48.68806","9.16928","Klagenfurt Airport (KLU/LOWK), Austria","46.62057","14.31041","1,5 km (0.9 mls) NW of Krumpendorf (   Austria)","46.62703","14.21042"
"San Francisco International Airport, CA (SFO/KSFO), United States of America","37.77713",-122.41964,"Cedar City Airport, UT (CDC/KCDC), United States of America","37.6978",-113.08719,"near Minersville, UT (   United States of America)","38.21479",-112.92394
"Augusta-Bush Field, GA (AGS/KAGS), United States of America","33.356",-82.06248,"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL), United States of America","33.6416",-84.44581,"Atlanta-William B. Hartsfield International Airport, GA (ATL) (   United States of America)","33.6416",-84.44581
"Fort Nelson Airport, BC (YYE/CYYE), Canada","58.83269",-122.63462,"Ross River Airport, YT (XRR/CYDM), Canada","61.97381",-132.43494,"near Ross River Airport,YT (XRR) (   Canada)","61.97381",-132.43494
"Milano-Linate Airport (LIN/LIML), Italy","45.44701","9.27231","Kiel-Holtenau Airport (KEL/EDHK), Germany","54.37221","10.14033",Kiel-Holtenau Airport (KEL) (   Germany),"54.37221","10.14033"
"Fort Lauderdale-Executive Airport, FL (FXE/KFXE), United States of America","26.20088",-80.17314,"Cancún Airport (CUN/MMUN), Mexico","19.32393",-99.05009,Cancún Airport (CUN) (   Mexico),"21.1622",-86.83569
"Stebbins Airport, AK (WBB), United States of America","63.52001",-162.27905,"Unalakleet Airport, AK (UNK/PAUN), United States of America","63.87894",-160.79682,"27 km (16.9 mls) S of Unalakleet, AK (   United States of America)","63.87774",-160.79345
"Palmer-Wolf Lake Airport, AK, United States of America","61.55372",-149.14092,"Unalakleet Airport, AK (UNK/PAUN), United States of America","63.87894",-160.79682,"Mount Healy, near Denali National Park, AK (   United States of America)","63.87158",-148.99947
"Tehran-Mehrabad Airport (THR/OIII), Iran","30.37739","48.22147","Yasuj Airport (YES/OISY), Iran","30.65099","51.59721","15 km (9.4 mls) NE of Yasuj Airport (YES) (   Iran)","30.65099","51.59721"
"Dublin Airport (DUB/EIDW), Ireland","53.4263",-6.23398,"Sheffield City Airport (SZD/EGSY), United Kingdom","50.0865",-5.55529,Sheffield City Airport (SZD) (   United Kingdom),"53.36694",-1.43844
"Amsterdam-Schiphol Municipal Airport (AMS/EHAM), Netherlands","52.3067","4.75325","Brussel-Haren Airport, Belgium","50.89287","4.42205",near Amsterdam-Schiphol Municipal Airport (AMS) (   Netherlands),"52.36994","4.90788"
"Augusta-Bush Field, GA (AGS/KAGS), United States of America","33.356",-82.06248,"West Palm Beach-Morrison AAF, FL (PBI/KPBI), United States of America","26.7144",-80.0532,"1,6 km (1 mls) NW of Jacksonville AAB, FL (   United States of America)","30.33147",-81.65622
"Albuquerque International Airport, NM (ABQ/KABQ), United States of America","35.06143",-106.61974,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX), United States of America","33.43758",-112.01589,"Los Angeles International Airport, CA (LAX) (   United States of America)","34.19571",-118.34923
"Amman-Marka International Airport (ADJ/OJAM), Jordan","31.97849","35.98161","Aqaba Airport, Jordan","32.72673","35.80962",Benghazi (   Libya),"32.11439","20.10736"
"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY), Australia",-33.93349,"151.23596","Tamworth Airport, NSW (TMW/YSTW), Australia",-31.09057,"150.92862","3 km (1.9 mls) E off  Sydney-Kingsford Smith International Airport, NSW (SYD) (   Australia)",-33.93349,"151.23596"
"Palm Springs Municipal Airport, CA (PSP/KPSP), United States of America","33.82322",-116.51196,"Hollywood-Lockheed Air Terminal, CA (BUR/KBUR), United States of America","34.16983",-118.37899,"21 km (13.1 mls) E of Palm Springs Municipal Airport, CA (PSP) (   United States of America)","33.82322",-116.51196
"Salt Lake City International Airport, UT (SLC/KSLC), United States of America","40.76259",-111.89396,"Denver-Stapleton International Airport, CO (DEN/KDEN), United States of America","39.76881",-104.86564,"29 km (18.1 mls) WSW of Fort Collins, CO (   United States of America)","40.58147",-105.07662
"Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK), United States of America","33.8896",-84.30375,"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL), United States of America","33.6416",-84.44581,"Atlanta-William B. Hartsfield International Airport, GA (ATL) (   United States of America)","33.6416",-84.44581
"Gadsden Municipal Airport, AL (GAD/KGAD), United States of America","34.00014",-86.04338,"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL), United States of America","33.6416",-84.44581,"4 km (2.5 mls) from  Gadsden Municipal Airport, AL (GAD) (   United States of America)","34.00014",-86.04338
"Ithaca-Tompkins County Airport, NY (ITH/KITH), United States of America","42.44052",-76.49547,"Elmira Regional Airport, NY (ELM/KELM), United States of America","42.08667",-76.81537,"Elmira Regional Airport, NY (ELM) (   United States of America)","42.08667",-76.81537
"Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM), Venezuela","10.49438",-66.83353,"Barinas Airport (BNS/SVBI), Venezuela","8.63197",-70.21007,Las Majaguas (   Venezuela),"10.13002",-67.92515
"Roma-Fiumicino Airport (FCO/LIRF), Italy","41.77009","12.22711","Trieste-Ronchi dei Legionari Airport (TRS/LIPQ), Italy","45.82711","13.50276",Trieste-Dei Legionari Airport (TRS) (   Italy),"41.9249","12.51653"
"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY), Australia",-33.93349,"151.23596","Melbourne-Tullamarine Airport, VIC (MEL/YMML), Australia",-37.7129,"144.8684","Sydney-Kingsford Smith International Airport, NSW (SYD) (   Australia)",-33.93349,"151.23596"
"Manila-Ninoy Aquino International Airport (MNL/RPLL), Philippines","15.15521","120.62798","Davao City-Francisco Bangoy International Airport (DVO/RPMD), Philippines","7.06573","125.61078",Davao City-Francisco Bangoy International Airport (DVO) (   Philippines),"7.06573","125.61078"
